Local time,Open,High,Low,Close,Volume
07.01.2020 17:48:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 18:36:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 19:24:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 20:12:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 21:00:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 21:48:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 22:36:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 23:24:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 00:12:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 01:00:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 01:48:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 02:36:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 03:24:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 04:12:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 05:00:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 05:48:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 06:36:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
08.01.2020 07:24:00.000 GMT-0500,99.080,99.371,99.080,99.138,0.2475
08.01.2020 08:12:00.000 GMT-0500,99.109,99.164,98.758,98.980,1.6274999999999997
08.01.2020 09:00:00.000 GMT-0500,98.906,98.906,98.662,98.753,1.415
08.01.2020 09:48:00.000 GMT-0500,98.658,98.850,98.658,98.788,1.1324999999999998
08.01.2020 10:36:00.000 GMT-0500,98.900,98.980,98.608,98.800,1.5299999999999998
08.01.2020 11:24:00.000 GMT-0500,98.624,98.730,98.127,98.229,2.005
08.01.2020 12:12:00.000 GMT-0500,98.188,98.330,97.961,98.077,2.3
08.01.2020 13:00:00.000 GMT-0500,98.103,98.477,97.991,98.432,2.05
08.01.2020 13:48:00.000 GMT-0500,98.408,98.474,98.115,98.115,0.5900000000000001
08.01.2020 14:36:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 15:24:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 16:12:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 17:00:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 17:48:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 18:36:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 19:24:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 20:12:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 21:00:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 21:48:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 22:36:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
08.01.2020 23:24:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 00:12:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 01:00:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 01:48:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 02:36:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 03:24:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 04:12:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 05:00:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 05:48:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 06:36:00.000 GMT-0500,98.115,98.115,98.115,98.115,0
09.01.2020 07:24:00.000 GMT-0500,98.430,98.630,98.158,98.630,0.5475000000000001
09.01.2020 08:12:00.000 GMT-0500,98.503,98.524,97.888,97.938,1.4875000000000003
09.01.2020 09:00:00.000 GMT-0500,97.923,98.050,97.541,97.712,1.675
09.01.2020 09:48:00.000 GMT-0500,97.703,97.750,97.420,97.464,1.6125
09.01.2020 10:36:00.000 GMT-0500,97.500,97.500,96.327,96.694,3.16
09.01.2020 11:24:00.000 GMT-0500,96.661,96.830,96.555,96.629,2.35
09.01.2020 12:12:00.000 GMT-0500,96.612,96.730,96.288,96.371,2.9824999999999986
09.01.2020 13:00:00.000 GMT-0500,96.359,96.430,96.079,96.230,2.3525
09.01.2020 13:48:00.000 GMT-0500,96.229,96.280,96.197,96.223,0.6
09.01.2020 14:36:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 15:24:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 16:12:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 17:00:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 17:48:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 18:36:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 19:24:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 20:12:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 21:00:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 21:48:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 22:36:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
09.01.2020 23:24:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 00:12:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 01:00:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 01:48:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 02:36:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 03:24:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 04:12:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 05:00:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 05:48:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 06:36:00.000 GMT-0500,96.223,96.223,96.223,96.223,0
10.01.2020 07:24:00.000 GMT-0500,96.464,96.603,96.114,96.114,0.675
10.01.2020 08:12:00.000 GMT-0500,96.091,96.380,95.644,95.780,1.6749999999999998
10.01.2020 09:00:00.000 GMT-0500,95.783,95.980,95.597,95.829,2.5599999999999996
10.01.2020 09:48:00.000 GMT-0500,95.808,95.980,95.747,95.824,2.065
10.01.2020 10:36:00.000 GMT-0500,96.000,96.130,95.788,95.938,2.2799999999999994
10.01.2020 11:24:00.000 GMT-0500,95.962,96.200,95.938,95.950,2.1049999999999995
10.01.2020 12:12:00.000 GMT-0500,95.980,96.150,95.905,95.961,1.8599999999999994
10.01.2020 13:00:00.000 GMT-0500,95.988,96.750,95.897,96.579,2.5174999999999996
10.01.2020 13:48:00.000 GMT-0500,96.573,96.630,96.438,96.438,0.525
10.01.2020 14:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 15:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 16:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 17:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 17:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 18:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 19:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 20:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 21:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 21:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 22:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
10.01.2020 23:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 00:12:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 01:00:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 01:48:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 02:36:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
11.01.2020 03:24:00.000 GMT-0500,96.438,96.438,96.438,96.438,0
